appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
563190,de Blob 2,2017-06-22,1,Blue Tongue Entertainment;Blitworks,THQ Nordic,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,25,29,5,0,0,0-20000,17.99
573790,Imperium Galactica,2017-01-19,1,Digital Reality,THQ Nordic,windows,0,Single-player,Strategy,Strategy;4X,0,34,3,0,0,0-20000,4.49
581300,Black Mirror,2017-11-28,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Adventure,Adventure;Violent;Horror,21,113,130,0,0,0-20000,24.99
606280,Darksiders III,2018-11-27,1,Gunfire Games,THQ Nordic,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,Action;Hack and Slash;Female Protagonist,59,3302,1368,1716,1851,100000-200000,44.99
606680,Silver,2017-06-02,1,Infogrames;Spiral House;THQ Nordic,THQ Nordic,windows;mac;linux,0,Single-player;Steam Cloud,Action;RPG,RPG;Action;Classic,0,250,23,0,0,20000-50000,4.99
606710,Sphinx and the Cursed Mummy,2017-11-10,1,Eurocom;THQ Nordic,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Includes level editor,Adventure;RPG,Adventure;RPG;Third Person,34,169,15,0,0,0-20000,13.99
623090,BAJA: Edge of Control HD,2017-09-14,1,2XL Games;Blitworks,THQ Nordic,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Sports,Racing;Sports;Offroad,49,100,26,0,0,0-20000,24.99
667720,Red Faction Guerrilla Re-Mars-tered,2018-07-03,1,Volition;KAIKO,THQ Nordic,windows,16,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Gore,Destruction;Open World;Sci-fi,57,1072,318,168,179,100000-200000,14.99
706020,Fade to Silence,2017-12-14,1,Black Forest Games,THQ Nordic,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,RPG;Early Access,Early Access;Survival;RPG,45,292,133,0,0,0-20000,24.99
736810,The Raven Remastered,2018-03-13,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Gore;Adventure,Adventure;Point & Click;Mystery,34,50,17,1,1,20000-50000,17.99
785740,This Is the Police 2,2018-07-31,1,Weappy Studio,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Strategy;Indie;Adventure,12,1877,577,386,386,50000-100000,13.99
403970,The Dwarves,2016-12-01,1,KING Art,THQ Nordic;EuroVideo Medien,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,RPG,RPG;Fantasy;Real-Time with Pause,34,936,311,117,117,100000-200000,34.99
2100,Dark Messiah of Might & Magic,2006-10-25,1,Arkane Studios,Ubisoft,windows,0,Single-player;Multi-player;Valve Anti-Cheat enabled,Action;RPG,RPG;Action;First-Person,0,4386,316,634,700,1000000-2000000,4.29
2450,Bloody Good Time,2010-10-29,1,Outerlight Ltd.,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements,Action,Action;Multiplayer;FPS,12,662,204,193,193,100000-200000,4.29
7200,Trackmania United Forever Star Edition,2008-04-16,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing,Racing;Multiplayer;Level Editor,0,963,55,4774,4774,100000-200000,25.99
11020,TrackMania Nations Forever,2008-04-16,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing,Racing;Free to Play;Multiplayer,0,8252,1244,902,87,2000000-5000000,0
13500,Prince of Persia: Warrior Within™,2009-08-27,1,Ubisoft,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Adventure;Parkour,0,657,101,307,312,200000-500000,8.59
13520,Far Cry®,2008-04-01,1,Crytek Studios,Ubisoft,windows,0,Single-player,Action,FPS;Action;Classic,0,3099,609,126,229,500000-1000000,8.59
13530,Prince of Persia: The Two Thrones™,2009-08-27,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,0,365,109,205,205,200000-500000,8.59
13540,Tom Clancy's Rainbow Six® Vegas,2008-04-09,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player,Action,Action;FPS;Tactical,0,371,106,0,0,200000-500000,8.59
13560,Tom Clancy's Splinter Cell®,2008-04-01,1,Ubisoft,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,900,147,28,28,200000-500000,4.29
13570,Tom Clancy's Splinter Cell Chaos Theory®,2009-08-27,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,1777,140,22,22,200000-500000,8.59
13580,Tom Clancy's Splinter Cell Double Agent®,2009-02-13,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action,Stealth;Action;Third Person,0,356,454,0,0,200000-500000,8.59
13600,Prince of Persia®: The Sands of Time,2009-08-27,1,Kudosoft,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Adventure;Parkour,0,831,122,167,167,200000-500000,8.59
13620,Tom Clancy's Ghost Recon® Desert Siege™,2008-07-15,1,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player,Action,Action;FPS;Tactical,0,34,2,2,2,100000-200000,4.29
15000,Tom Clancy's Rainbow Six Lockdown™,2009-08-27,1,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player,Action,Action;FPS;Tactical,0,80,79,20,20,100000-200000,4.29
15080,Rayman Raving Rabbids™,2008-06-13,1,Ubisoft Bulgaria;Ubisoft Montpellier,Ubisoft,windows,0,Single-player,Action;Adventure,Adventure;Action;Psychological Horror,0,239,80,29,29,20000-50000,4.29
15100,Assassin's Creed™: Director's Cut Edition,2008-04-09,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,5743,1162,360,476,500000-1000000,8.59
15120,Tom Clancy's Rainbow Six® Vegas 2,2008-04-16,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action,Action;Tactical;FPS,0,2582,456,1349,1936,500000-1000000,8.59
15130,Beyond Good and Evil™,2008-05-13,1,Ubisoft,Ubisoft,windows,0,Single-player,Action;Adventure,Adventure;Female Protagonist;Action,0,1823,186,355,448,200000-500000,4.29
15160,Petz® Horsez® 2,2009-08-27,1,Ubisoft,Ubisoft,windows,0,Single-player,Simulation,Simulation;Horses;Family Friendly,0,76,38,0,0,0-20000,4.29
15170,Heroes of Might & Magic V,2008-05-13,1,Nival,Ubisoft,windows,0,Single-player,Strategy,Strategy;Turn-Based Strategy;Fantasy,0,1258,183,396,396,200000-500000,8.59
15190,Brothers in Arms: Road to Hill 30™,2008-05-13,1,Gearbox Software,Ubisoft,windows,0,Single-player,Action,Action;FPS;World War II,0,624,100,69,69,100000-200000,4.29
15200,Silent Hunter®: Wolves of the Pacific,2009-08-27,1,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II,0,234,128,134,134,50000-100000,8.59
15210,Silent Hunter® III,2008-06-13,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Simulation,Simulation;Naval;World War II,0,685,113,0,0,100000-200000,4.29
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,2009-08-27,1,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II,0,70,24,0,0,50000-100000,4.29
15270,Cold Fear™,2008-05-13,1,Darkworks,Ubisoft,windows,0,Single-player,Action,Horror;Action;Survival Horror,0,272,40,0,0,20000-50000,4.29
15300,Tom Clancy's Ghost Recon®,2008-07-15,1,Red Storm Entertainment,Ubisoft,windows,0,Single-player;Co-op,Action,Tactical;FPS;Action,0,536,45,476,476,100000-200000,8.59
15370,Heroes of Might & Magic V: Tribes of the East,2008-10-10,1,Nival,Ubisoft,windows,0,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,759,66,6679,6679,200000-500000,8.59
15380,Heroes of Might & Magic V: Hammers of Fate,2008-10-10,1,Nival,Ubisoft,windows,0,Single-player,Strategy,Strategy;Turn-Based Strategy;Turn-Based,0,84,21,19,19,200000-500000,8.59
15390,Brothers in Arms: Hell's Highway™,2008-10-08,1,Gearbox Software,Ubisoft,windows,0,Single-player,Action,Action;World War II;FPS,0,823,98,346,346,100000-200000,8.59
19800,Brothers in Arms: Earned in Blood™,2008-10-10,1,Gearbox Software,Ubisoft,windows,0,Single-player,Action,Action;FPS;World War II,0,303,53,164,164,100000-200000,4.29
19830,Tom Clancy's Rainbow Six® 3 Gold,2008-09-25,1,Red Storm Entertainment;Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action,Tactical;FPS;Action,0,811,71,43,61,100000-200000,4.29
19900,Far Cry® 2: Fortune's Edition,2008-10-22,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player,Action,Open World;FPS;Action,0,5292,1739,257,229,1000000-2000000,8.59
19980,Prince of Persia®,2008-12-10,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Adventure;Platformer,0,948,266,305,399,200000-500000,8.59
21780,Driver® Parallel Lines,2009-02-13,1,Ubisoft Reflections,Ubisoft,windows,0,Single-player,Racing,Racing;Action;Open World,0,367,46,0,0,20000-50000,8.59
21800,Tom Clancy's EndWar™,2009-02-25,1,Ubisoft  Shanghaï,Ubisoft,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Tactical,0,276,108,384,655,100000-200000,8.59
21980,Call of Juarez®: Bound in Blood,2009-07-02,1,Techland,Ubisoft,windows,0,Single-player,Action,Western;Action;FPS,0,1121,232,13,13,200000-500000,8.59
33230,Assassin's Creed 2 Deluxe Edition,2010-03-04,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Open World;Adventure,0,14861,2639,1046,1323,1000000-2000000,8.59
33320,Prince of Persia: The Forgotten Sands™,2010-06-10,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Adventure;Platformer,0,511,263,328,328,200000-500000,8.59
33390,Zeit²,2011-01-12,1,Brightside Games,Ubisoft,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,70,26,7,0,0,0-20000,8.59
33460,From Dust,2011-08-17,1,Ubisoft Montpellier,Ubisoft,windows,0,Single-player,Adventure;Simulation,God Game;Simulation;Adventure,0,1356,750,358,399,200000-500000,8.59
48110,Silent Hunter 5®: Battle of the Atlantic,2010-03-01,1,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Simulation,Simulation;World War II;Naval,0,516,752,1520,1520,100000-200000,25.99
48150,Voodoo Dice,2010-07-15,1,Exkee,Ubisoft,windows,0,Single-player,Casual,Casual;Puzzle,0,4,1,0,0,0-20000,8.59
48190,Assassin’s Creed® Brotherhood,2011-03-17,1,Ubisoft Montreal,Ubisoft,windows,18,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,6676,929,600,471,500000-1000000,12.49
48240,Anno 2070™,2011-11-17,1,Blue Byte;Related Designs,Ubisoft,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;City Builder;Simulation,0,5653,3686,879,846,500000-1000000,16.99
61700,Might & Magic: Clash of Heroes,2011-09-21,1,Capybara Games,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,RPG;Strategy,Strategy;Puzzle;RPG,14,1293,157,1595,1595,200000-500000,8.59
201870,Assassin's Creed® Revelations,2011-11-30,1,Ubisoft Montreal,Ubisoft,windows,16,Single-player;Multi-player,Action;Adventure,Action;Open World;Parkour,0,5912,1055,1153,1306,500000-1000000,12.49
205190,Rocksmith™,2012-10-18,1,Ubisoft - San Francisco,Ubisoft,windows,0,Single-player;Shared/Split Screen;In-App Purchases,Casual;Simulation,Music;Simulation;Education,60,869,80,1371,1371,200000-500000,25.99
210870,Cloudberry Kingdom™,2013-08-02,1,Pwnee Studios,Ubisoft,windows,7,Single-player;Shared/Split Screen,Indie,Indie;Platformer;Local Co-Op,16,174,17,33,33,20000-50000,8.59
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,1,Ubisoft Paris;Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action,Action;Stealth;Co-op,0,2178,1153,229,325,200000-500000,12.49
213670,South Park™: The Stick of Truth™,2014-03-06,1,Obsidian Entertainment,Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,RPG;Comedy;Adventure,50,35896,911,1045,628,2000000-5000000,25.99
214250,I Am Alive,2012-09-06,1,Ubisoft  Shanghaï,Ubisoft,windows,18,Single-player;Partial Controller Support,Action;Adventure,Survival;Post-apocalyptic;Action,0,1361,701,408,408,200000-500000,12.49
220160,Trials Evolution: Gold Edition,2013-03-21,1,Redlynx Ltd;Ubisoft  Shanghaï,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Action;Level Editor,0,1382,423,501,508,200000-500000,16.99
220240,Far Cry 3,2012-11-28,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;FPS;Action,0,46331,5622,836,794,2000000-5000000,16.99
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,1,Ubisoft - San Francisco,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Simulation,Music;Education;Simulation,47,8228,789,6704,7089,500000-1000000,25.99
228760,TrackMania² Canyon,2013-02-27,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Multiplayer;Level Editor,0,1065,259,3793,5675,100000-200000,16.99
229870,ShootMania Storm,2013-04-10,1,Nadeo,Ubisoft,windows,0,Multi-player;Steam Workshop;Partial Controller Support;Includes level editor,Action,Action;FPS;Multiplayer,0,648,101,507,507,50000-100000,16.99
232910,TrackMania² Stadium,2013-06-20,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Multiplayer;Level Editor,0,2915,571,6516,9562,500000-1000000,8.59
233270,Far Cry 3 - Blood Dragon,2013-05-01,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,FPS;1980s;Comedy,0,9282,1257,249,201,1000000-2000000,12.49
235600,Tom Clancy’s Splinter Cell Blacklist,2013-08-23,1,Ubisoft Toronto,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action;Adventure,Stealth;Action;Co-op,0,10016,1982,669,820,500000-1000000,16.99
238750,Might & Magic X - Legacy,2014-01-23,1,Ubisoft,Ubisoft,windows;mac,0,Single-player,RPG,RPG;Turn-Based;Fantasy,0,1571,780,274,274,100000-200000,20.99
241560,The Crew™,2014-12-19,1,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,windows,0,Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Multiplayer,0,9479,4636,657,725,200000-500000,25.99
242050,Assassin’s Creed® IV Black Flag™,2013-11-19,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;In-App Purchases,Action;Adventure,Pirates;Open World;Action,0,23904,3362,3234,1761,1000000-2000000,16.99
243360,TrackMania² Valley,2013-07-04,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Sports;Multiplayer,0,282,80,466,782,100000-200000,16.99
243470,Watch_Dogs™,2014-05-26,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Hacking;Action,0,15159,7383,1176,1343,500000-1000000,25.99
245490,Trials Fusion™,2014-04-24,1,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,windows,0,Single-player;Multi-player;In-App Purchases;Partial Controller Support,Racing,Racing;Multiplayer;Singleplayer,0,1141,615,418,480,200000-500000,16.99
256290,Child of Light,2014-04-29,1,Ubisoft Montréal,Ubisoft,windows,0,Single-player;Shared/Split Screen;Partial Controller Support,RPG,RPG;Fantasy;Great Soundtrack,0,9980,747,605,818,500000-1000000,12.49
260210,Assassin’s Creed® Liberation HD,2014-01-15,1,Ubisoft Sofia,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Open World;Female Protagonist,0,952,698,934,934,100000-200000,16.99
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014-06-25,1,Ubisoft Montpellier,Ubisoft,windows,0,Single-player,Adventure,Atmospheric;Historical;World War I,0,15650,709,509,569,200000-500000,12.49
277590,Assassin's Creed Freedom Cry,2014-02-25,1,Ubisoft Montreal,Ubisoft,windows,18,Single-player,Action;Adventure,Action;Adventure;Assassin,0,853,293,0,0,100000-200000,12.49
289650,Assassin's Creed® Unity,2014-12-19,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Parkour;Assassin,0,12350,7354,1686,1790,500000-1000000,25.99
291550,Brawlhalla,2017-10-17,1,Blue Mammoth Games,Ubisoft,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Free to Play;Indie,Free to Play;Multiplayer;Fighting,39,73268,14489,724,146,10000000-20000000,0
298110,Far Cry® 4,2014-12-01,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,0,17082,4740,1062,977,1000000-2000000,25.99
304390,FOR HONOR™,2017-02-13,1,Ubisoft Montreal;Ubisoft Quebec;Ubisoft Toronto;Blue Byte,Ubisoft,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action,Medieval;Action;Swordplay,0,34790,25920,951,696,2000000-5000000,12.49
311560,Assassin’s Creed® Rogue,2015-03-09,1,Ubisoft Sofia;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure,Open World;Assassin;Action,0,4303,992,1240,1383,200000-500000,16.99
321960,Might & Magic® Heroes® VII,2015-09-29,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;Turn-Based Strategy;RPG,33,1438,1665,0,0,100000-200000,33.99
323320,Grow Home,2015-02-04,1,"Reflections, a Ubisoft Studio",Ubisoft,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Open World;Adventure;Singleplayer,26,3855,382,142,162,200000-500000,6.69
336520,Might & Magic Heroes Online,2015-11-24,1,Blue Byte,Ubisoft,windows;mac;linux,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Massively Multiplayer,0,276,417,228,294,200000-500000,0
339230,ZOMBI,2015-08-18,1,Straight Right,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure,Zombies;Survival;Action,20,1066,576,145,145,100000-200000,16.99
354640,The Settlers Online,2015-08-19,1,Blue Byte,Ubisoft,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Free to Play;Simulation;Strategy,Free to Play;City Builder;Strategy,0,332,586,25,21,200000-500000,0
359550,Tom Clancy's Rainbow Six® Siege,2015-12-01,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action,FPS;Multiplayer;Tactical,0,251178,59620,7504,2543,5000000-10000000,16.99
365590,Tom Clancy’s The Division™,2016-03-07,1,Massive Entertainment,Ubisoft,windows,18,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases,Action;Adventure;RPG,Open World;Multiplayer;Third-Person Shooter,0,49832,25607,4252,1952,2000000-5000000,41.99
368500,Assassin's Creed® Syndicate,2015-11-18,1,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,windows,0,Single-player;In-App Purchases;Partial Controller Support,Action;Adventure,Assassin;Open World;Action,0,7203,2391,564,680,500000-1000000,33.99
371660,Far Cry® Primal,2016-02-29,1,Ubisoft,Ubisoft,windows,18,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Survival;Action,0,8428,2633,949,923,500000-1000000,41.99
374520,Champions of Anteria™,2016-08-30,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;RPG;City Builder,44,65,69,0,0,0-20000,25.99
375900,Trackmania® Turbo,2016-03-24,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support;Includes level editor,Massively Multiplayer;Racing,Racing;Level Editor;Arcade,0,742,441,8159,8159,50000-100000,33.99
375910,Anno 2205™,2015-11-02,1,Blue Byte,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Strategy;City Builder;Simulation,198,2141,1245,1930,3613,200000-500000,33.99
408250,Eagle Flight,2016-12-20,1,Ubisoft Montreal Studio,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Simulation,Simulation;Action;VR,35,160,83,0,0,0-20000,16.99
426790,Grow Up,2016-08-16,1,"Reflections, a Ubisoft Studio",Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Open World;Casual,18,941,118,323,323,50000-100000,8.59
435480,Trials of the Blood Dragon,2016-06-13,1,Redlynx;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Racing,Racing;Retro;Platformer,20,96,50,0,0,0-20000,12.49
445310,Might and Magic: Heroes VII – Trial by Fire,2016-08-04,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,RPG;Strategy,Strategy;RPG;Turn-Based,0,159,151,0,0,20000-50000,25.99
446560,Just Dance 2017,2016-10-27,1,Ubisoft Paris;Ubisoft Pune,Ubisoft,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;In-App Purchases,Casual,Music;Multiplayer;Casual,0,1182,246,0,0,20000-50000,41.99
447040,Watch_Dogs® 2,2016-11-28,1,Ubisoft,Ubisoft,windows,0,Single-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Illuminati;Open World;Hacking,0,20905,5366,1231,1342,500000-1000000,49.99
460920,Steep™,2016-12-02,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Online Multi-Player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Sports,Sports;Open World;Multiplayer,0,7802,2603,724,602,500000-1000000,25.99
460930,Tom Clancy's Ghost Recon® Wildlands,2017-03-06,1,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Shooter;Action,0,26547,9944,1987,1242,1000000-2000000,41.99
488790,South Park™: The Fractured But Whole™,2017-10-16,1,Ubisoft San Francisco,Ubisoft,windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Sexual Content;Nudity;Violent;Gore;RPG,RPG;Comedy;Dark Humor,35,4840,2017,932,976,200000-500000,49.99
488950,Werewolves Within™,2016-12-06,1,Ubisoft,Ubisoft,windows,0,Multi-player,Casual;RPG;Simulation;Strategy,Casual;Strategy;RPG,0,75,31,0,0,0-20000,16.99
527100,Star Trek™: Bridge Crew,2017-05-30,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Trading Cards;Partial Controller Support,Casual;RPG;Simulation,Simulation;VR;RPG,0,1219,279,141,141,100000-200000,33.99
552520,Far Cry® 5,2018-03-26,1,Ubisoft Montreal;Red Storm;Ubisoft Shanghai;Ubisoft Toronto;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support;Includes level editor,Action;Adventure,Open World;Action;FPS,0,23373,11081,1869,1694,500000-1000000,49.99
562810,MONOPOLY® PLUS,2017-09-07,1,Ubisoft Pune,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Full controller support;Steam Trading Cards,Casual,Casual;Multiplayer;Board Game,0,528,719,303,427,100000-200000,12.49
582160,Assassin's Creed® Origins,2017-10-26,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support,Action;Adventure;RPG,Open World;Assassin;Action,67,31644,6007,2908,3143,1000000-2000000,49.99
600720,Trackmania² Lagoon,2017-05-23,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Sports;Multiplayer,0,116,75,522,912,0-20000,16.99
619880,ATOMEGA,2017-09-19,1,"Reflections, a Ubisoft Studio",Ubisoft,windows,0,Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Multiplayer,31,609,189,237,384,20000-50000,8.59
641080,Trials® Rising,2019-02-26,1,RedLynx,Ubisoft,windows,0,Single-player;Online Multi-Player;Co-op;Shared/Split Screen;Steam Trading Cards;In-App Purchases;Partial Controller Support,Racing,Racing;Bikes;Platformer,0,412,346,1281,1281,20000-50000,20.99
646910,The Crew™ 2,2018-06-28,1,Ivory Tower,Ubisoft,windows,0,Single-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Driving,34,4030,3916,2029,1685,200000-500000,49.99
647570,Transference™,2018-09-18,1,Ubisoft,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;VR,14,117,39,0,0,0-20000,20.99
